,HOUSEID,HOMEOWN,HHFAMINC,WALK,BIKE,TAXI,BUS,TRAIN,PRICE,PLACE,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,CNTTDHH,NUMADLT,YOUNGCHILD,WRKCOUNT,LIF_CYC,RAIL,URBAN,URBANSIZE,CDIVMSAR,WEBUSE17,DRVRCNTPROP,WRKCOUNT_ratio,NUMADLT_ratio,YOUNGCHILD_ratio,HHSIZE_cleaned,VEHOWN
70796,40029095,HOME_RENT,5,4,Rarely,5,5,5,5,5,5,5,5,2,0,1.0,0.0,1.0,1,2,1,3,23,Daily,1.0,1,1,0,1,1
70815,40029279,HOME_RENT,1,NA,NA,-9,-9,-9,1,2,NA,NA,NA,2,0,1.0,0.0,0.0,1,2,4,6,23,Never,1.0,0,1,0,1,1
70827,40029436,HOME_OWN,11,4,Never,5,5,4,5,3,4,4,2,1,23,1.0,0.0,0.4,8,1,4,6,21,Daily,0.8,<0.5,1,0,>2,1
70831,40029484,HOME_RENT,1,4,Never,5,3,5,2,2,2,3,1,2,5,1.0,0.0,0.0,9,1,1,2,21,Never,0.0,0,1,0,1,0
70847,40029678,HOME_RENT,1,5,Never,5,5,5,4,4,5,5,5,2,2,1.0,0.0,0.0,1,2,1,3,22,Daily,1.0,0,1,0,1,1
70859,40029843,HOME_OWN,2,2,Never,5,5,5,2,3,2,5,3,2,6,1.0,0.0,0.0,9,2,4,6,24,Never,1.0,0,1,0,1,1
70867,40029930,HOME_OWN,9,5,Never,5,5,4,3,4,5,5,5,1,6,1.0,0.0,0.0,10,1,1,2,21,Daily,1.0,0,1,0,2,1
70876,40030016,HOME_OWN,NA,4,Never,5,5,4,2,2,3,3,3,2,2,1.0,0.0,0.0,9,2,1,1,23,Rarely,1.0,0,1,0,1,1
70882,40030100,HOME_RENT,3,4,Never,5,5,5,2,4,5,5,5,2,2,1.0,0.0,0.0,9,2,1,1,23,Daily,1.0,0,1,0,1,1
70884,40030113,HOME_OWN,6,4,Never,5,5,5,1,1,5,5,5,1,0,0.4,0.4,0.2,4,2,4,6,22,Daily,0.4,<0.5,<0.5,<0.5,>2,1
70888,40030136,HOME_OWN,5,1,Never,5,5,5,1,2,3,5,5,1,0,1.0,0.0,0.5,2,2,4,6,23,Never,1.0,>0.5,1,0,2,1
70899,40030299,HOME_OWN,8,2,Rarely,4,5,5,4,4,4,4,4,1,18,1.0,0.0,0.5,10,2,2,6,24,Daily,1.0,>0.5,1,0,2,1
70901,40030317,HOME_OWN,3,4,Never,5,5,5,2,3,3,3,3,1,7,1.0,0.0,0.0,2,2,4,6,23,Daily,1.0,0,1,0,2,1
70921,40030481,HOME_RENT,3,NA,Never,5,5,5,3,3,4,4,4,2,4,1.0,0.0,0.0,9,2,1,3,22,Daily,1.0,0,1,0,1,1
70925,40030544,HOME_OWN,3,1,Never,5,4,5,2,2,3,5,3,2,4,1.0,0.0,0.0,9,2,4,6,24,Daily,1.0,0,1,0,1,1
70926,40030562,HOME_OWN,8,5,Never,5,5,5,5,5,5,5,5,1,6,1.0,0.0,1.0,2,2,4,6,23,Daily,1.0,1,1,0,2,1
70928,40030637,HOME_OWN,4,3,Never,5,5,5,2,4,4,4,4,2,5,1.0,0.0,1.0,1,2,4,6,24,Daily,1.0,1,1,0,1,1
70935,40030697,HOME_RENT,5,3,Never,5,5,5,2,3,4,4,4,2,3,1.0,0.0,1.0,1,2,4,6,23,Daily,1.0,1,1,0,1,1
70953,40030999,HOME_OWN,NA,5,Never,5,5,5,2,1,4,5,5,2,0,1.0,0.0,0.0,9,2,1,3,22,Never,1.0,0,1,0,1,1
70955,40031013,HOME_RENT,6,5,Never,5,5,5,3,3,3,3,3,1,0,1.0,0.0,1.0,2,2,1,1,23,Daily,1.0,1,1,0,2,1
70957,40031031,HOME_OWN,6,1,Rarely,5,5,5,4,4,4,4,4,1,14,1.0,0.0,0.5,7,2,1,2,23,Daily,1.0,>0.5,1,0,2,1
70975,40031241,HOME_RENT,4,4,Never,5,5,5,2,3,3,3,4,2,3,1.0,0.0,1.0,1,2,1,3,22,Daily,1.0,1,1,0,1,1
70983,40031350,HOME_RENT,1,2,Rarely,4,4,4,1,2,2,2,2,2,9,1.0,0.0,1.0,1,2,4,6,24,Daily,1.0,1,1,0,1,1
70985,40031362,HOME_OWN,1,1,NA,-9,-9,-9,3,3,NA,NA,NA,2,2,1.0,0.0,0.0,9,2,4,6,24,NA,1.0,0,1,0,1,1
70988,40031393,HOME_RENT,6,2,Never,4,5,4,3,3,3,5,5,2,5,1.0,0.0,1.0,1,2,1,1,23,Daily,1.0,1,1,0,1,1
70989,40031403,HOME_RENT,NA,5,Never,5,5,5,1,2,5,5,5,2,2,1.0,0.0,0.0,9,2,1,3,22,Rarely,1.0,0,1,0,1,1
71003,40031580,HOME_RENT,4,5,Never,5,5,5,5,5,5,5,5,1,10,1.0,0.0,1.0,2,2,1,2,23,Daily,1.0,1,1,0,2,1
71004,40031585,HOME_OWN,3,3,NA,-9,-9,-9,NA,NA,NA,NA,1,2,0,1.0,0.0,0.0,9,1,1,5,21,Rarely,0.0,0,1,0,1,0
71008,40031659,HOME_RENT,8,1,Rarely,3,3,1,5,4,3,4,1,2,4,1.0,0.0,1.0,1,1,1,5,21,Daily,1.0,1,1,0,1,0
71015,40031722,HOME_RENT,4,3,Rarely,3,4,4,2,3,2,3,2,2,4,1.0,0.0,1.0,1,2,1,1,23,Daily,1.0,1,1,0,1,1
71018,40031734,HOME_OWN,3,3,Never,5,5,5,3,3,4,5,5,1,4,1.0,0.0,0.0,10,2,4,6,24,Daily,1.0,0,1,0,2,1
71030,40031856,HOME_OWN,7,1,Never,5,5,4,1,3,3,4,3,1,18,1.0,0.0,1.0,2,2,4,6,23,Daily,1.0,1,1,0,>2,1
71033,40031888,NA,2,5,Never,5,5,5,1,1,5,5,5,1,0,1.0,0.0,0.0,2,2,4,6,24,Daily,0.5,0,1,0,2,1
71041,40032007,HOME_OWN,4,2,Rarely,5,4,5,1,2,2,2,2,1,10,1.0,0.0,0.0,10,2,4,6,23,Daily,0.5,0,1,0,2,1
71043,40032028,HOME_RENT,6,2,Rarely,5,4,4,4,2,4,4,3,1,17,0.5,0.0,0.5,5,1,1,5,21,Daily,0.5,>0.5,>0.5,0,2,1
71068,40032354,HOME_OWN,4,2,Rarely,5,5,5,3,4,2,4,5,1,17,0.5,0.0,0.5,6,2,4,6,24,Daily,0.5,>0.5,>0.5,0,>2,1
71070,40032366,HOME_OWN,5,2,Rarely,5,5,5,3,3,4,4,3,1,4,1.0,0.0,0.0,2,2,4,6,24,Never,1.0,0,1,0,2,1
71077,40032448,HOME_OWN,8,3,Rarely,4,5,5,5,5,4,4,5,1,10,1.0,0.0,1.0,2,2,1,3,22,Daily,1.0,1,1,0,2,1
71079,40032493,HOME_OWN,6,3,Rarely,5,3,3,5,4,5,5,4,1,0,0.75,0.0,0.5,6,1,1,5,21,Daily,0.5,>0.5,>0.5,0,>2,1
71087,40032646,HOME_OWN,NA,4,Never,5,5,5,3,3,4,5,5,1,6,1.0,0.0,0.0,10,1,1,5,21,Daily,1.0,0,1,0,2,1
71096,40032805,HOME_OWN,7,4,Never,5,5,5,2,3,3,3,3,1,12,1.0,0.0,0.5,10,2,4,6,23,Rarely,1.0,>0.5,1,0,2,1
71100,40032878,HOME_RENT,10,1,Never,4,5,5,4,4,4,5,5,1,2,1.0,0.0,0.0,10,2,1,1,23,Rarely,0.5,0,1,0,2,1
71113,40033068,HOME_RENT,5,5,Never,5,4,4,2,2,4,4,4,1,11,0.3333333333333333,0.0,0.6666666666666666,5,2,4,6,24,Daily,0.3333333333333333,>0.5,<0.5,0,>2,1
71120,40033166,HOME_RENT,6,5,Never,5,5,5,3,2,3,3,3,2,5,1.0,0.0,1.0,1,2,4,6,23,Daily,1.0,1,1,0,1,1
71124,40033211,HOME_RENT,5,4,Never,5,4,5,1,2,4,4,4,2,9,1.0,0.0,0.0,9,2,1,2,23,Daily,1.0,0,1,0,1,1
71131,40033306,HOME_OWN,6,4,Never,5,4,4,2,3,5,5,2,2,5,1.0,0.0,1.0,1,2,1,1,23,Daily,1.0,1,1,0,1,1
71133,40033356,HOME_RENT,5,5,Never,4,5,5,2,2,5,5,5,2,2,1.0,0.0,1.0,1,2,1,1,23,Daily,1.0,1,1,0,1,1
71142,40033459,HOME_RENT,4,3,Rarely,4,4,5,2,2,2,2,4,2,8,1.0,0.0,1.0,1,2,1,1,23,Daily,1.0,1,1,0,1,1
71147,40033542,HOME_OWN,4,NA,NA,-9,-9,-9,2,4,4,5,5,2,2,1.0,0.0,1.0,1,2,4,6,24,Daily,1.0,1,1,0,1,1
71156,40033645,HOME_OWN,8,3,Never,4,5,4,2,2,2,5,3,1,8,1.0,0.0,1.0,2,1,1,5,21,Daily,1.0,1,1,0,2,1
71163,40033684,HOME_OWN,7,NA,NA,-9,-9,-9,3,4,4,4,4,2,8,1.0,0.0,1.0,1,2,1,1,23,Daily,1.0,1,1,0,1,1
71169,40033793,HOME_RENT,3,4,Never,3,3,5,5,5,5,5,5,2,0,1.0,0.0,0.0,1,2,1,2,23,Daily,0.0,0,1,0,1,0
71209,40034320,HOME_OWN,4,NA,NA,-9,-9,-9,3,NA,NA,NA,NA,1,0,1.0,0.0,0.0,10,2,1,1,23,Rarely,0.5,0,1,0,2,1
71228,40034648,HOME_OWN,7,5,Never,5,5,5,2,3,5,5,5,1,5,1.0,0.0,1.0,2,1,1,5,21,Daily,1.0,1,1,0,2,1
71239,40034777,HOME_OWN,6,2,Rarely,5,5,5,3,3,3,3,4,1,8,1.0,0.0,1.0,10,2,4,6,24,Daily,1.0,1,1,0,2,1
71240,40034783,HOME_OWN,1,1,NA,-9,-9,-9,NA,NA,NA,NA,NA,2,2,1.0,0.0,0.0,9,1,4,6,21,Daily,1.0,0,1,0,1,1
71241,40034790,HOME_OWN,10,4,Rarely,4,5,5,5,3,5,5,5,1,14,1.0,0.0,1.0,2,2,1,3,22,Daily,1.0,1,1,0,2,1
71243,40034796,HOME_OWN,6,NA,NA,-9,-9,-9,4,3,5,5,5,2,7,1.0,0.0,0.0,9,1,1,2,21,Daily,1.0,0,1,0,1,1
71249,40034872,HOME_OWN,10,5,Never,5,5,5,2,2,2,2,1,2,2,1.0,0.0,0.0,9,2,1,3,22,Daily,1.0,0,1,0,1,1
71265,40035111,HOME_OWN,6,1,Rarely,5,5,4,2,3,3,3,3,2,6,1.0,0.0,1.0,1,2,1,1,23,Daily,1.0,1,1,0,1,1
71266,40035133,HOME_OWN,5,5,Never,5,5,5,1,1,5,5,5,2,2,1.0,0.0,0.0,9,1,4,6,21,Daily,1.0,0,1,0,1,1
71269,40035149,HOME_OWN,7,3,Rarely,5,5,5,4,2,4,2,5,2,5,1.0,0.0,1.0,1,2,1,3,22,Daily,1.0,1,1,0,1,1
71272,40035226,HOME_OWN,7,5,Never,5,5,5,2,1,5,5,5,1,2,1.0,0.0,1.0,2,2,1,1,23,Daily,1.0,1,1,0,2,1
71277,40035311,HOME_RENT,9,3,Never,5,5,5,5,4,3,5,5,1,11,1.0,0.0,1.0,2,2,1,3,23,Daily,1.0,1,1,0,2,1
71278,40035334,HOME_OWN,6,1,Rarely,5,4,4,3,2,2,3,2,1,9,0.7142857142857143,0.14285714285714285,0.5714285714285714,4,2,1,1,23,Daily,0.7142857142857143,>0.5,>0.5,<0.5,>2,1
71280,40035340,HOME_RENT,3,1,Never,5,4,5,1,1,2,5,2,2,0,1.0,0.0,0.0,1,2,1,3,22,Daily,1.0,0,1,0,1,1
71291,40035461,HOME_OWN,NA,4,Never,5,5,5,4,3,5,5,5,1,3,1.0,0.0,0.0,2,2,4,6,23,Daily,1.0,0,1,0,2,1
71292,40035494,HOME_OWN,7,5,Never,5,5,5,2,3,4,4,4,1,6,1.0,0.0,0.6,2,2,1,1,23,Daily,0.8,>0.5,1,0,>2,1
71298,40035555,HOME_OWN,4,5,Never,5,5,5,2,2,5,5,5,2,0,1.0,0.0,0.0,9,2,4,6,24,Daily,1.0,0,1,0,1,1
71316,40035791,HOME_RENT,1,2,Never,3,2,4,5,1,2,5,2,2,2,1.0,0.0,0.0,1,1,1,5,21,Rarely,0.0,0,1,0,1,0
71319,40035861,HOME_OWN,11,5,Never,5,5,5,5,1,5,5,5,1,21,0.5,0.0,0.5,4,1,1,2,21,Daily,0.5,>0.5,>0.5,0,>2,1
71326,40035985,HOME_RENT,5,1,Rarely,3,5,3,3,2,2,4,2,1,0,1.0,0.0,0.5,10,1,1,5,21,Daily,1.0,>0.5,1,0,2,1
71328,40035996,HOME_OWN,6,3,Never,5,5,5,4,4,4,4,4,1,14,1.0,0.0,1.0,2,2,2,6,24,Daily,1.0,1,1,0,2,1
71329,40036008,HOME_OWN,10,1,Rarely,4,5,4,5,5,5,5,5,1,12,1.0,0.0,0.5,10,2,2,6,24,Daily,1.0,>0.5,1,0,2,1
71344,40036249,HOME_OWN,8,2,Never,5,5,5,4,4,4,NA,NA,2,0,1.0,0.0,0.0,9,2,4,6,24,Daily,1.0,0,1,0,1,1
71356,40036420,HOME_OWN,8,1,Never,5,2,1,3,2,4,4,4,1,15,1.0,0.0,0.6666666666666666,2,1,1,5,21,Daily,1.0,>0.5,1,0,>2,1
71364,40036568,HOME_RENT,7,1,Never,3,4,1,3,2,2,3,2,1,2,1.0,0.0,1.0,2,1,1,5,21,Daily,0.0,1,1,0,2,0
71371,40036674,HOME_OWN,8,NA,NA,-9,1,1,5,5,4,5,2,1,12,1.0,0.0,0.7142857142857143,2,1,1,5,21,Daily,0.8571428571428571,>0.5,1,0,>2,1
71373,40036677,HOME_OWN,5,5,Never,5,5,5,1,3,5,5,5,1,4,1.0,0.0,0.0,10,2,4,6,22,Daily,1.0,0,1,0,2,1
71382,40036821,HOME_OWN,6,2,Rarely,5,5,5,4,4,4,4,3,1,8,0.5,0.0,0.5,5,2,4,6,24,Daily,0.5,>0.5,>0.5,0,2,1
71389,40036944,HOME_RENT,2,NA,NA,3,-9,-9,2,5,4,4,4,2,0,1.0,0.0,0.0,9,2,1,3,22,Never,0.0,0,1,0,1,0
71400,40037097,HOME_OWN,7,2,Never,5,5,5,3,3,4,3,3,2,2,1.0,0.0,1.0,1,2,4,6,23,Daily,1.0,1,1,0,1,1
71409,40037194,HOME_OWN,6,4,Never,4,5,4,4,4,5,5,5,1,22,0.75,0.0,1.0,8,2,1,1,23,Daily,1.0,1,>0.5,0,>2,1
71411,40037214,HOME_OWN,3,4,Never,4,5,5,1,2,4,4,4,2,8,1.0,0.0,0.0,1,2,4,6,23,Daily,1.0,0,1,0,1,1
71413,40037235,HOME_RENT,3,2,Never,5,5,5,1,3,3,4,4,2,7,1.0,0.0,0.0,9,2,1,3,22,Daily,1.0,0,1,0,1,1
71423,40037329,HOME_OWN,11,3,Never,3,5,5,5,5,5,5,5,1,6,1.0,0.0,1.0,2,2,1,1,23,Daily,1.0,1,1,0,2,1
71426,40037362,HOME_RENT,6,2,Rarely,5,5,5,3,3,3,3,4,2,2,1.0,0.0,1.0,1,2,1,1,23,Daily,1.0,1,1,0,1,1
71428,40037367,HOME_OWN,5,5,Never,5,5,5,2,3,5,5,5,2,7,1.0,0.0,1.0,1,2,1,1,23,Daily,1.0,1,1,0,1,1
71443,40037518,HOME_OWN,11,1,Rarely,4,4,2,5,3,2,4,1,1,7,1.0,0.0,0.5,10,1,1,5,21,Daily,1.0,>0.5,1,0,2,1
71448,40037539,HOME_RENT,7,1,Never,3,4,2,2,2,4,4,1,1,7,1.0,0.0,1.0,2,1,2,6,21,Daily,0.5,1,1,0,2,1
71456,40037684,HOME_OWN,NA,3,Never,5,5,5,2,3,4,5,5,1,1,1.0,0.0,0.5,10,2,2,6,24,Daily,1.0,>0.5,1,0,2,1
71462,40037788,HOME_OWN,8,NA,NA,-9,-9,-9,3,4,5,5,5,1,9,1.0,0.0,0.5,2,2,4,6,24,Daily,1.0,>0.5,1,0,2,1
71472,40037885,HOME_OWN,5,1,Rarely,5,4,4,2,3,2,2,4,1,6,1.0,0.0,0.6666666666666666,2,2,4,6,23,Daily,1.0,>0.5,1,0,>2,1
71489,40038099,HOME_OWN,8,5,Never,5,5,5,2,2,3,3,3,1,27,0.5,0.0,0.5,6,2,1,1,23,Daily,0.5,>0.5,>0.5,0,>2,1
71490,40038109,HOME_OWN,8,3,Never,5,5,4,5,3,4,5,3,2,2,1.0,0.0,1.0,1,1,1,2,21,Daily,1.0,1,1,0,1,1
71492,40038135,HOME_OWN,4,NA,Never,5,5,4,4,4,5,5,5,2,9,1.0,0.0,0.0,9,1,2,6,21,Daily,1.0,0,1,0,1,1
71495,40038147,HOME_OWN,8,2,Rarely,4,5,5,1,2,3,4,4,1,3,1.0,0.0,0.5,10,1,1,5,21,Daily,1.0,>0.5,1,0,2,1
71502,40038202,HOME_OWN,NA,2,Never,5,5,5,2,2,4,5,5,2,2,1.0,0.0,0.0,9,2,2,6,24,Never,1.0,0,1,0,1,1
71505,40038240,HOME_OWN,6,2,Never,5,5,5,4,4,3,5,5,2,2,1.0,0.0,0.0,9,2,2,6,24,Daily,1.0,0,1,0,1,1
71510,40038284,HOME_OWN,7,3,Rarely,5,5,4,2,2,3,4,5,1,11,1.0,0.0,0.5,10,2,4,6,24,Daily,1.0,>0.5,1,0,2,1
71513,40038305,HOME_OWN,8,5,Never,5,5,5,2,4,5,5,5,1,6,1.0,0.0,0.5,10,2,4,6,23,Daily,1.0,>0.5,1,0,2,1
71520,40038373,HOME_OWN,2,1,Rarely,5,5,5,1,2,2,2,4,2,0,1.0,0.0,0.0,9,2,4,6,24,Never,1.0,0,1,0,1,1
71522,40038417,HOME_OWN,8,2,Never,5,2,1,5,1,4,5,1,1,11,1.0,0.0,1.0,2,1,1,5,21,Daily,1.0,1,1,0,>2,1
71535,40038638,HOME_RENT,7,4,Rarely,4,5,5,2,2,3,3,3,1,11,1.0,0.0,1.0,2,2,1,3,22,Daily,1.0,1,1,0,2,1
71548,40038792,HOME_OWN,2,2,Never,5,5,4,1,1,2,NA,NA,2,2,1.0,0.0,0.0,9,2,4,6,24,Daily,1.0,0,1,0,1,1
71549,40038796,HOME_OWN,7,4,Never,5,5,5,4,2,5,5,5,1,5,0.6666666666666666,0.0,0.6666666666666666,6,2,1,1,23,Daily,0.6666666666666666,>0.5,>0.5,0,>2,1
71556,40038863,HOME_RENT,2,4,Never,5,5,5,2,3,5,5,5,2,2,1.0,0.0,1.0,1,2,1,3,22,Daily,1.0,1,1,0,1,1
71582,40039158,HOME_OWN,10,NA,NA,-9,-9,-9,1,1,5,5,5,1,9,1.0,0.0,0.5,10,2,1,3,23,Daily,1.0,>0.5,1,0,2,1
71584,40039206,HOME_OWN,8,3,Rarely,5,5,5,4,3,2,2,3,2,2,1.0,0.0,1.0,1,2,4,6,23,Daily,1.0,1,1,0,1,1
71585,40039218,HOME_RENT,5,1,Rarely,-9,5,5,1,1,1,1,5,1,14,0.5,0.0,0.5,6,2,4,6,23,Rarely,0.5,>0.5,>0.5,0,>2,1
71591,40039260,HOME_OWN,8,4,Never,5,4,5,4,1,4,4,4,1,8,1.0,0.0,1.0,2,2,1,1,23,Daily,1.0,1,1,0,2,1
71604,40039466,HOME_RENT,3,1,Never,4,4,4,3,3,4,4,2,2,2,1.0,0.0,0.0,1,2,1,3,23,Daily,1.0,0,1,0,1,1
71608,40039501,HOME_OWN,5,2,Rarely,5,5,5,1,1,2,3,5,2,8,1.0,0.0,1.0,1,2,1,3,22,Rarely,1.0,1,1,0,1,1
71617,40039634,HOME_OWN,1,2,NA,-9,-9,-9,2,2,NA,NA,NA,1,8,1.0,0.0,0.0,10,2,4,6,24,NA,1.0,0,1,0,2,1
71619,40039647,HOME_OWN,7,3,Rarely,4,5,2,2,2,3,3,2,2,4,1.0,0.0,1.0,1,1,1,5,21,Daily,1.0,1,1,0,1,1
71628,40039800,HOME_RENT,1,1,Never,4,3,1,3,1,1,3,2,1,8,0.5,0.0,0.0,5,1,1,5,21,Daily,0.0,0,>0.5,0,2,0
71629,40039803,HOME_OWN,3,5,Never,5,5,5,1,2,5,5,5,1,2,1.0,0.0,0.5,2,2,1,1,23,Daily,1.0,>0.5,1,0,2,1
71632,40039821,HOME_RENT,4,3,Never,5,5,5,4,4,4,5,5,1,13,0.25,0.0,0.25,5,2,1,2,23,Daily,0.25,<0.5,<0.5,0,>2,1
71639,40039904,HOME_OWN,7,4,Never,5,5,5,2,2,5,5,5,2,7,1.0,0.0,0.0,10,2,4,6,22,Rarely,1.0,0,1,0,2,1
71641,40039937,HOME_OWN,7,1,Never,5,4,4,5,2,3,3,2,1,16,0.5,0.0,0.25,6,1,1,5,21,Daily,0.5,<0.5,>0.5,0,>2,1
71649,40040043,HOME_OWN,3,1,Never,1,4,5,3,NA,1,3,2,2,2,1.0,0.0,1.0,1,2,1,1,23,Never,0.0,1,1,0,1,0
71658,40040171,HOME_OWN,9,4,Rarely,5,5,5,3,3,5,5,5,1,12,0.5,0.0,0.5,6,2,2,6,24,Daily,0.75,>0.5,>0.5,0,>2,1
71706,40040706,HOME_OWN,11,2,Never,5,5,4,4,3,4,5,5,1,13,1.0,0.0,1.0,2,1,1,5,21,Daily,1.0,1,1,0,2,1
71719,40040901,HOME_OWN,7,4,Never,5,5,5,4,3,5,5,5,1,9,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,2,1,3,22,Daily,0.6666666666666666,>0.5,>0.5,<0.5,>2,1
71720,40040931,HOME_RENT,2,5,Never,5,4,5,3,3,4,4,4,2,5,1.0,0.0,0.0,1,2,1,1,23,Daily,1.0,0,1,0,1,0
71724,40040963,HOME_OWN,3,5,Never,5,5,5,4,4,4,4,4,1,2,1.0,0.0,0.0,10,2,2,6,23,Daily,0.5,0,1,0,2,1
71730,40041022,HOME_OWN,7,5,Never,5,5,5,3,3,3,3,3,1,8,1.0,0.0,0.0,10,2,4,6,22,Daily,1.0,0,1,0,2,1
71733,40041040,HOME_OWN,7,3,Never,5,5,4,4,2,4,4,4,1,4,1.0,0.0,0.0,10,1,1,5,21,Daily,1.0,0,1,0,2,1
71739,40041100,HOME_OWN,9,4,Never,5,2,4,3,4,5,5,2,1,8,1.0,0.0,1.0,2,2,1,3,23,Daily,1.0,1,1,0,2,1
71772,40041552,HOME_OWN,6,4,Never,5,5,5,2,3,3,3,2,2,2,1.0,0.0,1.0,1,2,1,3,23,Daily,1.0,1,1,0,1,1
71775,40041578,HOME_OWN,9,3,Never,5,3,3,5,3,5,5,2,1,5,0.5,0.5,0.25,4,2,4,6,23,Daily,0.5,<0.5,>0.5,>0.5,>2,1
71779,40041645,HOME_OWN,6,5,Never,5,5,5,1,3,5,5,5,2,5,1.0,0.0,0.0,9,1,1,5,21,Never,1.0,0,1,0,1,1
71783,40041723,NA,3,5,Never,5,5,5,2,3,3,3,3,1,9,1.0,0.0,0.0,10,2,4,6,24,Daily,0.6666666666666666,0,1,0,>2,1
71788,40041776,HOME_OWN,9,2,Rarely,5,5,5,2,3,4,4,3,1,17,0.5,0.0,0.5,6,2,4,6,23,Daily,0.5,>0.5,>0.5,0,>2,1
71795,40041870,HOME_OWN,4,5,Rarely,5,5,5,5,1,4,4,4,1,6,0.6666666666666666,0.3333333333333333,0.3333333333333333,4,2,4,6,24,Daily,0.6666666666666666,<0.5,>0.5,<0.5,>2,1
71796,40041897,HOME_OWN,6,2,Never,5,5,5,2,3,3,4,4,2,5,1.0,0.0,1.0,1,2,1,3,22,Daily,1.0,1,1,0,1,1
71801,40041940,HOME_OWN,11,5,Never,5,5,5,5,3,4,4,4,1,5,1.0,0.0,0.5,2,1,1,5,21,Daily,1.0,>0.5,1,0,2,1
71803,40041969,HOME_RENT,NA,2,NA,4,5,5,1,1,1,3,3,2,4,1.0,0.0,0.0,1,2,1,1,23,Daily,1.0,0,1,0,1,1
71812,40042020,HOME_OWN,8,5,Never,5,5,4,4,3,5,5,5,1,14,1.0,0.0,1.0,2,2,4,6,23,Daily,1.0,1,1,0,2,1
71813,40042028,HOME_OWN,4,4,Never,5,5,5,4,4,4,4,4,2,0,1.0,0.0,0.0,9,2,1,1,23,Daily,1.0,0,1,0,1,1
71820,40042145,HOME_RENT,1,2,Rarely,2,1,4,3,2,3,3,2,1,8,1.0,0.0,0.0,10,2,1,1,23,Daily,1.0,0,1,0,2,0
71832,40042321,HOME_OWN,3,1,Never,5,5,5,3,2,2,NA,NA,1,4,1.0,0.0,0.0,10,2,2,6,24,Never,1.0,0,1,0,2,1
71851,40042477,HOME_OWN,8,2,Daily,4,4,4,5,3,2,2,2,1,15,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,2,1,1,23,Daily,0.6666666666666666,>0.5,>0.5,<0.5,>2,1
71853,40042493,HOME_RENT,1,1,Daily,5,1,5,5,5,1,5,1,2,0,1.0,0.0,0.0,1,2,1,1,23,Daily,0.0,0,1,0,1,0
71870,40042681,HOME_RENT,6,3,Never,4,5,4,4,3,2,4,4,1,10,1.0,0.0,1.0,2,2,1,1,23,Daily,1.0,1,1,0,2,1
71875,40042722,HOME_OWN,6,4,Rarely,5,5,5,2,3,3,2,4,1,11,1.0,0.0,1.0,2,2,1,3,22,Daily,1.0,1,1,0,2,1
71877,40042739,HOME_OWN,8,5,Never,5,5,5,5,4,5,5,5,1,9,0.4,0.2,0.4,4,2,1,3,23,Daily,0.4,<0.5,<0.5,<0.5,>2,1
71882,40042866,HOME_OWN,8,3,Rarely,5,5,5,4,4,4,4,3,1,4,1.0,0.0,1.0,2,2,2,6,24,Daily,1.0,1,1,0,2,1
71899,40043102,HOME_OWN,6,4,Never,4,5,5,4,4,4,5,5,1,0,1.0,0.0,1.0,2,2,1,2,23,Daily,1.0,1,1,0,2,1
71903,40043163,HOME_OWN,8,1,Rarely,5,5,4,3,2,4,4,4,1,19,1.0,0.0,1.0,2,2,2,6,24,Daily,1.0,1,1,0,2,1
71905,40043168,HOME_OWN,8,4,Never,5,5,4,2,3,5,5,5,1,11,0.5,0.0,0.5,6,1,1,2,21,Daily,0.5,>0.5,>0.5,0,>2,1
71916,40043285,HOME_RENT,4,2,Rarely,5,2,5,1,2,2,2,1,2,5,1.0,0.0,1.0,1,2,1,1,23,Daily,1.0,1,1,0,1,1
71918,40043302,HOME_OWN,8,3,Rarely,5,5,4,1,1,2,2,4,1,5,1.0,0.0,0.0,10,2,1,2,23,Daily,1.0,0,1,0,2,1
71923,40043343,HOME_OWN,10,3,Rarely,5,5,5,5,2,5,5,5,1,4,0.5,0.5,0.5,4,1,1,5,21,Daily,0.5,>0.5,>0.5,>0.5,>2,1
71927,40043358,HOME_OWN,3,1,Rarely,5,4,5,2,4,1,1,4,1,7,0.4,0.2,0.2,4,2,1,1,23,Daily,0.4,<0.5,<0.5,<0.5,>2,1
71932,40043424,HOME_OWN,7,4,Never,5,5,5,5,3,4,5,5,1,17,0.75,0.0,1.0,8,2,4,6,23,Daily,0.75,1,>0.5,0,>2,1
71938,40043514,HOME_OWN,11,5,Never,5,5,5,1,1,5,5,5,1,10,1.0,0.0,1.0,2,2,4,6,24,Daily,1.0,1,1,0,2,1
71943,40043552,HOME_OWN,10,NA,NA,-9,-9,-9,2,2,4,4,4,1,3,0.6666666666666666,0.0,0.6666666666666666,8,2,1,1,23,Daily,1.0,>0.5,>0.5,0,>2,1
71948,40043612,HOME_RENT,10,1,Never,3,1,1,5,1,3,3,1,1,15,0.6666666666666666,0.0,0.6666666666666666,6,1,1,5,21,Daily,0.6666666666666666,>0.5,>0.5,0,>2,0
71965,40043803,HOME_OWN,8,3,Never,5,5,5,2,2,3,3,3,1,23,1.0,0.0,0.5,10,1,1,5,21,Rarely,1.0,>0.5,1,0,2,1
